x,y,hex
29,60,#a3a3a3
30,0,#fcfcfc
30,1,#e1e1e1
30,2,#c9c9c9
30,3,#787878
30,4,#898989
30,5,#767676
30,6,#686868
30,7,#626262
30,8,#454545
30,9,#1b1b1b
30,10,#151515
30,11,#1d1d1d
30,12,#565656
30,13,#989898
30,14,#b4b4b4
30,15,#c0c0c0
30,16,#c4c4c4
30,17,#c3c3c3
30,18,#bababa
30,19,#b1b1b1
30,20,#a5a5a5
30,21,#9b9b9b
30,22,#939393
30,23,#919191
30,24,#929292
30,25,#919191
30,26,#888888
30,27,#707070
30,28,#606060
30,29,#616161
30,30,#6b6b6b
30,31,#7b7b7b
30,32,#979797
30,33,#afafaf
30,34,#b5b5b5
30,35,#c1c1c1
30,36,#d5d5d5
30,37,#c1c1c1
30,38,#919191
30,39,#636363
30,40,#4e4e4e
30,41,#666666
30,42,#929292
30,43,#a2a2a2
30,44,#9c9c9c
30,45,#6f6f6f
30,46,#444444
30,47,#5f5f5f
30,48,#313131
30,49,#555555
30,50,#8d8d8d
30,51,#696969
30,52,#414141
30,53,#444444
30,54,#565656
30,55,#525252
30,56,#474747
30,57,#4c4c4c
30,58,#4a4a4a
30,59,#272727
30,60,#c6c6c6
31,0,#f9f9f9
31,1,#bababa
31,2,#989898
31,3,#919191
31,4,#a0a0a0
31,5,#9e9e9e
31,6,#5e5e5e
31,7,#454545
31,8,#454545
31,9,#1d1d1d
31,10,#141414
31,11,#232323
31,12,#666666
31,13,#a3a3a3
31,14,#bbbbbb
31,15,#c2c2c2
31,16,#c6c6c6
31,17,#c3c3c3
31,18,#bbbbbb
31,19,#b0b0b0
31,20,#a6a6a6
31,21,#9d9d9d
31,22,#979797
31,23,#939393
31,24,#919191
31,25,#8d8d8d
31,26,#858585
31,27,#787878
31,28,#6a6a6a
31,29,#696969
31,30,#717171
31,31,#7d7d7d
31,32,#939393
31,33,#a5a5a5
31,34,#a6a6a6
31,35,#c4c4c4
31,36,#e4e4e4
31,37,#cacaca
31,38,#999999
31,39,#636363
31,40,#414141
31,41,#555555
31,42,#888888
31,43,#a8a8a8
31,44,#afafaf
31,45,#7b7b7b
31,46,#3b3b3b
31,47,#3e3e3e
31,48,#2a2a2a
31,49,#393939
31,50,#6c6c6c
31,51,#5b5b5b
31,52,#424242
31,53,#424242
31,54,#4b4b4b
31,55,#4a4a4a
31,56,#484848
31,57,#4f4f4f
31,58,#464646
31,59,#484848
31,60,#e2e2e2
32,0,#fbfbfb
32,1,#d7d7d7
32,2,#cccccc
32,3,#d8d8d8
32,4,#e6e6e6
32,5,#e9e9e9
32,6,#a4a4a4
32,7,#393939
32,8,#1d1d1d
32,9,#131313
32,10,#262626
32,11,#3d3d3d
32,12,#7c7c7c
32,13,#ababab
32,14,#bfbfbf
32,15,#c5c5c5
32,16,#c9c9c9
32,17,#c3c3c3
32,18,#bababa
32,19,#b1b1b1
32,20,#a5a5a5
32,21,#9f9f9f
32,22,#9b9b9b
32,23,#979797
32,24,#909090
32,25,#888888
32,26,#7f7f7f
32,27,#757575
32,28,#6a6a6a
32,29,#636363
32,30,#656565
32,31,#696969
32,32,#727272
32,33,#797979
32,34,#7b7b7b
32,35,#a8a8a8
32,36,#e2e2e2
32,37,#dddddd
32,38,#afafaf
32,39,#696969
32,40,#363636
32,41,#464646
32,42,#7e7e7e
32,43,#b8b8b8
32,44,#d2d2d2
32,45,#9f9f9f
32,46,#474747
32,47,#2e2e2e
32,48,#2d2d2d
32,49,#262626
32,50,#505050
32,51,#4c4c4c
32,52,#404040
32,53,#434343
32,54,#474747
32,55,#464646
32,56,#494949
32,57,#4e4e4e
32,58,#474747
32,59,#8f8f8f
32,60,#ececec
33,5,#fbfbfb
33,6,#b2b2b2
33,7,#2f2f2f
33,8,#181818
33,9,#0e0e0e
33,10,#303030
33,11,#4c4c4c
33,12,#888888
33,13,#b4b4b4
33,14,#c2c2c2
33,15,#c5c5c5
33,16,#c7c7c7
33,17,#c3c3c3
33,18,#bebebe
33,19,#b5b5b5
33,20,#a7a7a7
33,21,#9f9f9f
33,22,#989898
33,23,#909090
33,24,#878787
33,25,#7e7e7e
33,26,#787878
33,27,#6f6f6f
33,28,#646464
33,29,#595959
33,30,#535353
33,31,#4f4f4f
33,32,#494949
33,33,#464646
33,34,#4c4c4c
33,35,#717171
33,36,#bbbbbb
33,37,#dfdfdf
33,38,#cacaca
33,39,#919191
33,40,#494949
33,41,#424242
33,42,#757575
33,43,#b2b2b2
33,44,#d2d2d2
33,45,#b7b7b7
33,46,#656565
33,47,#303030
33,48,#303030
33,49,#191919
33,50,#383838
33,51,#3c3c3c
33,52,#3d3d3d
33,53,#424242
33,54,#414141
33,55,#404040
33,56,#484848
33,57,#4e4e4e
33,58,#5a5a5a
33,59,#c9c9c9
33,60,#f2f2f2
34,3,#fdfdfd
34,4,#e3e3e3
34,5,#cccccc
34,6,#787878
34,7,#272727
34,8,#161616
34,9,#131313
34,10,#1b1b1b
34,11,#515151
34,12,#828282
34,13,#b2b2b2
34,14,#c0c0c0
34,15,#c3c3c3
34,16,#c6c6c6
34,17,#c7c7c7
34,18,#c6c6c6
34,19,#bcbcbc
34,20,#acacac
34,21,#9f9f9f
34,22,#909090
34,23,#7f7f7f
34,24,#757575
34,25,#6f6f6f
34,26,#6d6d6d
34,27,#676767
34,28,#5b5b5b
34,29,#4b4b4b
34,30,#3f3f3f
34,31,#363636
34,32,#2f2f2f
34,33,#313131
34,34,#3d3d3d
34,35,#515151
34,36,#7f7f7f
34,37,#a4a4a4
34,38,#b1b1b1
34,39,#b2b2b2
34,40,#818181
34,41,#565656
34,42,#616161
34,43,#7c7c7c
34,44,#919191
34,45,#888888
34,46,#5d5d5d
34,47,#2a2a2a
34,48,#131313
34,49,#171717
34,50,#2e2e2e
34,51,#383838
34,52,#414141
34,53,#3f3f3f
34,54,#3d3d3d
34,55,#3c3c3c
34,56,#474747
34,57,#555555
34,58,#858585
34,59,#e2e2e2
34,60,#fbfbfb
35,3,#fbfbfb
35,4,#bcbcbc
35,5,#848484
35,6,#5f5f5f
35,7,#2e2e2e
35,8,#131313
35,9,#1f1f1f
35,10,#303030
35,11,#555555
35,12,#828282
35,13,#b4b4b4
35,14,#c3c3c3
35,15,#c8c8c8
35,16,#c8c8c8
35,17,#cccccc
35,18,#cccccc
35,19,#c3c3c3
35,20,#b3b3b3
35,21,#a3a3a3
35,22,#8b8b8b
35,23,#727272
35,24,#666666
35,25,#626262
35,26,#656565
35,27,#606060
35,28,#4f4f4f
35,29,#3e3e3e
35,30,#323232
35,31,#2c2c2c
35,32,#303030
35,33,#383838
35,34,#4b4b4b
35,35,#555555
35,36,#5b5b5b
35,37,#6e6e6e
35,38,#848484
35,39,#a0a0a0
35,40,#9e9e9e
35,41,#7a7a7a
35,42,#606060
35,43,#535353
35,44,#505050
35,45,#484848
35,46,#383838
35,47,#272727
35,48,#161616
35,49,#1a1a1a
35,50,#393939
35,51,#484848
35,52,#464646
35,53,#3e3e3e
35,54,#3b3b3b
35,55,#3e3e3e
35,56,#4d4d4d
35,57,#6c6c6c
35,58,#b3b3b3
35,59,#f5f5f5
35,60,#fefefe
36,3,#fdfdfd
36,4,#c2c2c2
36,5,#727272
36,6,#4e4e4e
36,7,#343434
36,8,#151515
36,9,#2a2a2a
36,10,#2e2e2e
36,11,#525252
36,12,#858585
36,13,#bbbbbb
36,14,#cfcfcf
36,15,#d3d3d3
36,16,#cfcfcf
36,17,#cfcfcf
36,18,#d1d1d1
36,19,#c8c8c8
36,20,#bcbcbc
36,21,#a9a9a9
36,22,#8f8f8f
36,23,#727272
36,24,#606060
36,25,#5b5b5b
36,26,#5e5e5e
36,27,#5a5a5a
36,28,#474747
36,29,#343434
36,30,#2d2d2d
36,31,#373737
36,32,#474747
36,33,#4e4e4e
36,34,#666666
36,35,#6c6c6c
36,36,#565656
36,37,#666666
36,38,#858585
36,39,#9c9c9c
36,40,#a1a1a1
36,41,#929292
36,42,#737373
36,43,#505050
36,44,#3c3c3c
36,45,#323232
36,46,#292929
36,47,#1f1f1f
36,48,#171717
36,49,#272727
36,50,#505050
36,51,#595959
36,52,#4a4a4a
36,53,#3d3d3d
36,54,#3a3a3a
36,55,#444444
36,56,#5d5d5d
36,57,#9a9a9a
36,58,#dddddd
36,59,#fdfdfd
36,60,#fefefe
37,4,#c8c8c8
37,5,#747474
37,6,#4e4e4e
37,7,#414141
37,8,#232323
37,9,#2b2b2b
37,10,#212121
37,11,#3c3c3c
37,12,#7e7e7e
37,13,#b8b8b8
37,14,#d6d6d6
37,15,#dbdbdb
37,16,#d8d8d8
37,17,#d7d7d7
37,18,#d8d8d8
37,19,#d1d1d1
37,20,#c6c6c6
37,21,#b1b1b1
37,22,#979797
37,23,#787878
37,24,#626262
37,25,#595959
37,26,#5a5a5a
37,27,#595959
37,28,#424242
37,29,#2b2b2b
37,30,#2b2b2b
37,31,#4a4a4a
37,32,#5f5f5f
37,33,#5a5a5a
37,34,#676767
37,35,#6b6b6b
37,36,#4f4f4f
37,37,#555555
37,38,#838383
37,39,#afafaf
37,40,#b9b9b9
37,41,#a1a1a1
37,42,#868686
37,43,#646464
37,44,#404040
37,45,#292929
37,46,#1d1d1d
37,47,#191919
37,48,#1d1d1d
37,49,#383838
37,50,#5c5c5c
37,51,#575757
37,52,#444444
37,53,#383838
37,54,#3a3a3a
37,55,#4a4a4a
37,56,#797979
37,57,#cccccc
37,58,#f6f6f6
38,4,#d3d3d3
38,5,#8b8b8b
38,6,#6d6d6d
38,7,#555555
38,8,#4c4c4c
38,9,#303030
38,10,#353535
38,11,#424242
38,12,#6d6d6d
38,13,#a3a3a3
38,14,#d6d6d6
38,15,#e5e5e5
38,16,#e2e2e2
38,17,#e4e4e4
38,18,#e9e9e9
38,19,#e6e6e6
38,20,#d9d9d9
38,21,#c0c0c0
38,22,#9b9b9b
38,23,#7d7d7d
38,24,#696969
38,25,#5a5a5a
38,26,#585858
38,27,#5f5f5f
38,28,#4b4b4b
38,29,#2c2c2c
38,30,#2d2d2d
38,31,#5c5c5c
38,32,#717171
38,33,#525252
38,34,#363636
38,35,#333333
38,36,#3f3f3f
38,37,#484848
38,38,#787878
38,39,#c3c3c3
38,40,#d9d9d9
38,41,#bababa
38,42,#9a9a9a
38,43,#7f7f7f
38,44,#616161
38,45,#424242
38,46,#262626
38,47,#1e1e1e
38,48,#282828
38,49,#424242
38,50,#4e4e4e
38,51,#434343
38,52,#3c3c3c
38,53,#363636
38,54,#393939
38,55,#5a5a5a
38,56,#afafaf
38,57,#f3f3f3
39,4,#eaeaea
39,5,#b9b9b9
39,6,#676767
39,7,#5d5d5d
39,8,#636363
39,9,#414141
39,10,#2f2f2f
39,11,#3e3e3e
39,12,#555555
39,13,#7c7c7c
39,14,#cdcdcd
39,15,#efefef
39,16,#f2f2f2
39,17,#f4f4f4
39,18,#f6f6f6
39,19,#f1f1f1
39,20,#e9e9e9
39,21,#d3d3d3
39,22,#adadad
39,23,#929292
39,24,#7b7b7b
39,25,#636363
39,26,#5c5c5c
39,27,#6f6f6f
39,28,#646464
39,29,#373737
39,30,#323232
39,31,#646464
39,32,#7d7d7d
39,33,#595959
39,34,#2b2b2b
39,35,#111111
39,36,#282828
39,37,#434343
39,38,#707070
39,39,#c7c7c7
39,40,#ededed
39,41,#d7d7d7
39,42,#b0b0b0
39,43,#8b8b8b
39,44,#6c6c6c
39,45,#505050
39,46,#383838
39,47,#282828
39,48,#282828
39,49,#323232
39,50,#373737
39,51,#3e3e3e
39,52,#404040
39,53,#3b3b3b
39,54,#494949
39,55,#8b8b8b
39,56,#e5e5e5
39,57,#fdfdfd
39,58,#fefefe
40,4,#fdfdfd
40,5,#d4d4d4
40,6,#5d5d5d
40,7,#666666
40,8,#6c6c6c
40,9,#2f2f2f
40,10,#2e2e2e
40,11,#2e2e2e
40,12,#363636
40,13,#595959
40,14,#b3b3b3
40,15,#eeeeee
40,16,#fbfbfb
40,17,#fcfcfc
40,18,#fcfcfc
40,19,#fcfcfc
40,20,#f6f6f6
40,21,#e6e6e6
40,22,#c7c7c7
40,23,#a9a9a9
40,24,#8e8e8e
40,25,#707070
40,26,#676767
40,27,#7b7b7b
40,28,#848484
40,29,#4e4e4e
40,30,#383838
40,31,#6c6c6c
40,32,#959595
40,33,#757575
40,34,#3b3b3b
40,35,#1c1c1c
40,36,#333333
40,37,#555555
40,38,#868686
40,39,#d8d8d8
40,40,#f8f8f8
40,41,#efefef
40,42,#cecece
40,43,#9d9d9d
40,44,#707070
40,45,#515151
40,46,#393939
40,47,#2a2a2a
40,48,#262626
40,49,#2c2c2c
40,50,#363636
40,51,#3d3d3d
40,52,#3c3c3c
40,53,#4c4c4c
40,54,#828282
40,55,#d8d8d8
40,56,#fcfcfc
40,57,#fdfdfd
40,58,#fefefe
40,59,#fefefe
40,60,#fefefe
41,4,#fefefe
41,5,#c2c2c2
41,6,#787878
41,7,#797979
41,8,#545454
41,9,#282828
41,10,#2b2b2b
41,11,#1f1f1f
41,12,#242424
41,13,#555555
41,14,#939393
41,15,#dedede
41,16,#fbfbfb
41,17,#fefefe
41,18,#fefefe
41,20,#fdfdfd
41,21,#f3f3f3
41,22,#dedede
41,23,#bebebe
41,24,#a0a0a0
41,25,#858585
41,26,#808080
41,27,#868686
41,28,#9a9a9a
41,29,#707070
41,30,#4f4f4f
41,31,#7e7e7e
41,32,#b2b2b2
41,33,#9a9a9a
41,34,#6b6b6b
41,35,#414141
41,36,#525252
41,37,#8e8e8e
41,38,#bbbbbb
41,39,#eaeaea
41,40,#fbfbfb
41,41,#f8f8f8
41,42,#e5e5e5
41,43,#bbbbbb
41,44,#888888
41,45,#656565
41,46,#474747
41,47,#373737
41,48,#363636
41,49,#3c3c3c
41,50,#444444
41,51,#464646
41,52,#585858
41,53,#8c8c8c
41,54,#d8d8d8
41,55,#fdfdfd
41,58,#fefefe
41,59,#fefefe
41,60,#fefefe
42,4,#fefefe
42,5,#c7c7c7
42,6,#b4b4b4
42,7,#d7d7d7
42,8,#808080
42,9,#343434
42,10,#262626
42,11,#292929
42,12,#2d2d2d
42,13,#474747
42,14,#5f5f5f
42,15,#aeaeae
42,16,#ededed
42,17,#fcfcfc
42,18,#fefefe
42,19,#fefefe
42,20,#fdfdfd
42,21,#f7f7f7
42,22,#e6e6e6
42,23,#cfcfcf
42,24,#b2b2b2
42,25,#999999
42,26,#929292
42,27,#999999
42,28,#acacac
42,29,#989898
42,30,#808080
42,31,#959595
42,32,#b4b4b4
42,33,#9f9f9f
42,34,#808080
42,35,#595959
42,36,#545454
42,37,#a9a9a9
42,38,#e5e5e5
42,39,#f0f0f0
42,40,#f5f5f5
42,41,#f4f4f4
42,42,#ededed
42,43,#d7d7d7
42,44,#b5b5b5
42,45,#939393
42,46,#747474
42,47,#656565
42,48,#646464
42,49,#656565
42,50,#676767
42,51,#7f7f7f
42,52,#b1b1b1
42,53,#e1e1e1
42,54,#fdfdfd
42,60,#fefefe
43,5,#efefef
43,6,#dbdbdb
43,7,#c6c6c6
43,8,#5b5b5b
43,9,#222222
43,10,#313131
43,11,#4c4c4c
43,12,#404040
43,13,#343434
43,14,#313131
43,15,#6d6d6d
43,16,#d2d2d2
43,17,#f8f8f8
43,18,#fdfdfd
43,19,#fdfdfd
43,20,#fbfbfb
43,21,#f3f3f3
43,22,#e4e4e4
43,23,#d7d7d7
43,24,#c0c0c0
43,25,#ababab
43,26,#a2a2a2
43,27,#9e9e9e
43,28,#adadad
43,29,#b3b3b3
43,30,#a9a9a9
43,31,#b1b1b1
43,32,#b4b4b4
43,33,#9f9f9f
43,34,#8a8a8a
43,35,#767676
43,36,#6c6c6c
43,37,#a4a4a4
43,38,#e2e2e2
43,39,#ebebeb
43,40,#e7e7e7
43,41,#e6e6e6
43,42,#e6e6e6
43,43,#e0e0e0
43,44,#cecece
43,45,#b9b9b9
43,46,#a5a5a5
43,47,#999999
43,48,#979797
43,49,#979797
43,50,#909090
43,51,#a9a9a9
43,52,#f5f5f5
43,60,#fefefe
44,5,#fcfcfc
44,6,#bfbfbf
44,7,#535353
44,8,#434343
44,9,#323232
44,10,#585858
44,11,#454545
44,12,#484848
44,13,#262626
44,14,#282828
44,15,#565656
44,16,#a8a8a8
44,17,#e6e6e6
44,18,#f7f7f7
44,19,#f8f8f8
44,20,#f6f6f6
44,21,#eeeeee
44,22,#e3e3e3
44,23,#d6d6d6
44,24,#c7c7c7
44,25,#b5b5b5
44,26,#a7a7a7
44,27,#969696
44,28,#a3a3a3
44,29,#b7b7b7
44,30,#c5c5c5
44,31,#c9c9c9
44,32,#bababa
44,33,#aaaaaa
44,34,#a4a4a4
44,35,#9d9d9d
44,36,#9c9c9c
44,37,#b7b7b7
44,38,#d3d3d3
44,39,#dcdcdc
44,40,#dadada
44,41,#d7d7d7
44,42,#d2d2d2
44,43,#cdcdcd
44,44,#cacaca
44,45,#c0c0c0
44,46,#b8b8b8
44,47,#c8c8c8
44,48,#d9d9d9
44,49,#d7d7d7
44,50,#a2a2a2
44,51,#949494
44,52,#fefefe
44,60,#fefefe
45,5,#f3f3f3
45,6,#858585
45,7,#6b6b6b
45,8,#6a6a6a
45,9,#727272
45,10,#3f3f3f
45,11,#232323
45,12,#464646
45,13,#303030
45,14,#212121
45,15,#4a4a4a
45,16,#616161
45,17,#adadad
45,18,#dedede
45,19,#f2f2f2
45,20,#eeeeee
45,21,#e9e9e9
45,22,#e5e5e5
45,23,#d9d9d9
45,24,#c8c8c8
45,25,#b6b6b6
45,26,#ababab
45,27,#9c9c9c
45,28,#9e9e9e
45,29,#aaaaaa
45,30,#bababa
45,31,#cacaca
45,32,#cfcfcf
45,33,#cccccc
45,34,#c8c8c8
45,35,#bebebe
45,36,#bdbdbd
45,37,#c3c3c3
45,38,#c3c3c3
45,39,#c3c3c3
45,40,#c2c2c2
45,41,#c1c1c1
45,42,#b9b9b9
45,43,#acacac
45,44,#a9a9a9
45,45,#999999
45,46,#868686
45,47,#bcbcbc
45,48,#d8d8d8
45,49,#e8e8e8
45,50,#d1d1d1
45,51,#b8b8b8
45,60,#fefefe
46,5,#fcfcfc
46,6,#d5d5d5
46,7,#efefef
46,8,#fafafa
46,9,#dbdbdb
46,10,#6a6a6a
46,11,#303030
46,12,#151515
46,13,#1e1e1e
46,14,#474747
46,15,#6d6d6d
46,16,#464646
46,17,#565656
46,18,#9b9b9b
46,19,#d4d4d4
46,20,#e0e0e0
46,21,#e1e1e1
46,22,#dadada
46,23,#d1d1d1
46,24,#c5c5c5
46,25,#bbbbbb
46,26,#b5b5b5
46,27,#aaaaaa
46,28,#a3a3a3
46,29,#a1a1a1
46,30,#a5a5a5
46,31,#adadad
46,32,#b9b9b9
46,33,#c2c2c2
46,34,#c4c4c4
46,35,#c5c5c5
46,36,#c6c6c6
46,37,#c5c5c5
46,38,#c5c5c5
46,39,#c4c4c4
46,40,#c0c0c0
46,41,#b8b8b8
46,42,#929292
46,43,#606060
46,44,#4b4b4b
46,45,#3b3b3b
46,46,#595959
46,47,#888888
46,48,#a1a1a1
46,49,#d7d7d7
46,50,#ececec
46,51,#f9f9f9
47,9,#e2e2e2
47,10,#878787
47,11,#424242
47,12,#3c3c3c
47,13,#505050
47,14,#797979
47,15,#585858
47,16,#383838
47,17,#484848
47,18,#616161
47,19,#8c8c8c
47,20,#b3b3b3
47,21,#c3c3c3
47,22,#b8b8b8
47,23,#b2b2b2
47,24,#b3b3b3
47,25,#b7b7b7
47,26,#b5b5b5
47,27,#adadad
47,28,#aaaaaa
47,29,#a4a4a4
47,30,#a1a1a1
47,31,#a2a2a2
47,32,#a4a4a4
47,33,#aaaaaa
47,34,#acacac
47,35,#aaaaaa
47,36,#acacac
47,37,#b2b2b2
47,38,#bebebe
47,39,#d6d6d6
47,40,#e4e4e4
47,41,#d1d1d1
47,42,#8e8e8e
47,43,#646464
47,44,#7b7b7b
47,45,#8c8c8c
47,46,#b9b9b9
47,47,#cfcfcf
47,48,#cfcfcf
47,49,#ececec
47,50,#f4f4f4
47,51,#fdfdfd
48,9,#f0f0f0
48,10,#9d9d9d
48,11,#585858
48,12,#b2b2b2
48,13,#9b9b9b
48,14,#616161
48,15,#515151
48,16,#3a3a3a
48,17,#3a3a3a
48,18,#434343
48,19,#404040
48,20,#626262
48,21,#777777
48,22,#616161
48,23,#575757
48,24,#636363
48,25,#818181
48,26,#8e8e8e
48,27,#929292
48,28,#a5a5a5
48,29,#a4a4a4
48,30,#9b9b9b
48,31,#a0a0a0
48,32,#999999
48,33,#919191
48,34,#919191
48,35,#949494
48,36,#adadad
48,37,#cacaca
48,38,#e3e3e3
48,39,#f8f8f8
48,40,#fefefe
48,41,#f8f8f8
48,42,#e6e6e6
48,43,#d8d8d8
48,44,#dedede
48,45,#eeeeee
48,46,#fafafa
48,47,#fcfcfc
48,48,#fbfbfb
48,49,#fefefe
48,50,#fefefe
49,10,#dddddd
49,11,#979797
49,12,#e6e6e6
49,13,#c9c9c9
49,14,#535353
49,15,#5d5d5d
49,16,#3d3d3d
49,17,#242424
49,18,#353535
49,19,#2c2c2c
49,20,#3c3c3c
49,21,#4f4f4f
49,22,#393939
49,23,#272727
49,24,#3e3e3e
49,25,#636363
49,26,#6d6d6d
49,27,#787878
49,28,#8d8d8d
49,29,#929292
49,30,#888888
49,31,#959595
49,32,#a9a9a9
49,33,#a9a9a9
49,34,#aaaaaa
49,35,#d0d0d0
49,36,#f7f7f7
49,37,#fdfdfd
50,11,#fcfcfc
50,12,#fefefe
50,13,#f4f4f4
50,14,#9c9c9c
50,15,#818181
50,16,#515151
50,17,#2d2d2d
50,18,#3e3e3e
50,19,#333333
50,20,#2d2d2d
50,21,#3b3b3b
50,22,#292929
50,23,#1f1f1f
50,24,#515151
50,25,#6c6c6c
50,26,#656565
50,27,#6a6a6a
50,28,#6f6f6f
50,29,#818181
50,30,#a6a6a6
50,31,#b5b5b5
50,32,#bebebe
50,33,#dfdfdf
50,34,#f9f9f9
50,35,#fefefe
51,14,#eaeaea
51,15,#dedede
51,16,#bbbbbb
51,17,#606060
51,18,#4e4e4e
51,19,#636363
51,20,#4b4b4b
51,21,#454545
51,22,#343434
51,23,#2f2f2f
51,24,#515151
51,25,#515151
51,26,#5a5a5a
51,27,#626262
51,28,#636363
51,29,#919191
51,30,#d3d3d3
51,31,#f5f5f5
51,32,#fefefe
52,15,#fcfcfc
52,16,#ececec
52,17,#a1a1a1
52,18,#969696
52,19,#626262
52,20,#515151
52,21,#646464
52,22,#555555
52,23,#2f2f2f
52,24,#313131
52,25,#4d4d4d
52,26,#8a8a8a
52,27,#bfbfbf
52,28,#dadada
52,29,#eeeeee
52,30,#fbfbfb
53,16,#fefefe
53,17,#f7f7f7
53,18,#f6f6f6
53,19,#f5f5f5
53,20,#c5c5c5
53,21,#707070
53,22,#535353
53,23,#676767
53,24,#7e7e7e
53,25,#919191
53,26,#bcbcbc
53,27,#eeeeee
54,20,#f6f6f6
54,21,#cacaca
54,22,#b7b7b7
54,23,#dbdbdb
54,24,#f2f2f2
54,25,#f9f9f9
54,26,#fdfdfd
55,21,#fefefe
55,22,#fefefe
55,23,#fefefe